Sync Header 0,Sync Header 1,Sync Header 2,Sync Header 3,Software Version,Total Packet Length,Hardware Version,Frame Number,CPU Time,Human Detected,Output Structure Count,Reserved,Max RCS,Heart Rate Est,Breathing Rate Est,Sum Energy Breath Wfm,Sum Energy Heart Wfm,Total Packets Received
0102,0304,0506,0708,50659332,96,661058,13436,1765561196,1,1,0,3135.90,75.00,14.63,63846756.00,49.43,57.00
0102,0304,0506,0708,50659332,96,661058,13437,1885562336,1,1,0,3238.84,75.00,14.63,20316358.00,42.42,58.00
0102,0304,0506,0708,50659332,96,661058,13438,2005560830,1,1,0,3211.09,75.00,14.63,9552421.00,43.81,59.00
0102,0304,0506,0708,50659332,96,661058,13439,2125558832,1,1,0,3313.92,75.00,14.63,10778368.00,40.44,60.00
0102,0304,0506,0708,50659332,96,661058,13440,2245557720,1,1,0,3582.88,75.00,14.81,14595028.00,33.38,61.00
0102,0304,0506,0708,50659332,96,661058,13441,2365554920,1,1,0,4025.60,75.00,14.81,13976887.00,29.54,62.00
0102,0304,0506,0708,50659332,96,661058,13442,2485554692,1,1,0,3854.97,75.00,14.81,12672010.00,31.84,63.00
0102,0304,0506,0708,50659332,96,661058,13443,2605553564,1,1,0,4507.52,75.00,15.00,11219131.00,29.20,64.00
0102,0304,0506,0708,50659332,96,661058,13444,2725551920,1,1,0,4588.97,75.00,15.00,9584520.00,25.08,65.00
0102,0304,0506,0708,50659332,96,661058,13445,2845550588,1,1,0,4490.14,75.00,15.00,10676899.00,21.21,66.00
0102,0304,0506,0708,50659332,96,661058,13446,2965550252,1,1,0,3799.77,75.00,15.00,30751884.00,21.96,67.00
0102,0304,0506,0708,50659332,96,661058,13447,3085548776,1,1,0,3264.52,75.00,15.00,95493456.00,28.35,68.00
0102,0304,0506,0708,50659332,96,661058,13448,3205547588,1,1,0,2981.74,75.00,15.00,175642512.00,23.24,69.00
0102,0304,0506,0708,50659332,96,661058,13449,3325546724,1,1,0,2292.49,75.00,14.81,176307456.00,21.30,70.00
0102,0304,0506,0708,50659332,96,661058,13450,3445546460,1,1,0,2439.57,75.00,14.81,122439520.00,46.52,71.00
0102,0304,0506,0708,50659332,96,661058,13451,3565544870,1,1,0,2379.92,75.00,14.63,79274696.00,53.98,72.00
0102,0304,0506,0708,50659332,96,661058,13452,3685543814,0,1,0,1959.95,75.00,14.46,41349204.00,52.51,73.00
0102,0304,0506,0708,50659332,96,661058,13453,3805542960,1,1,0,2976.35,75.00,14.46,17206100.00,58.42,74.00
0102,0304,0506,0708,50659332,96,661058,13454,3925544000,1,1,0,2833.21,75.00,14.46,38728900.00,86.64,75.00
0102,0304,0506,0708,50659332,96,661058,13455,4045542560,1,1,0,2536.46,75.00,14.46,86053032.00,91.03,76.00
0102,0304,0506,0708,50659332,96,661058,13456,4165540730,1,1,0,2436.48,75.00,14.63,133834664.00,76.04,77.00
0102,0304,0506,0708,50659332,96,661058,13457,4285539632,1,1,0,2448.48,75.00,14.63,169324864.00,65.46,78.00
0102,0304,0506,0708,50659332,96,661058,13458,110572420,1,1,0,2419.16,75.00,14.63,171280432.00,69.07,79.00
0102,0304,0506,0708,50659332,96,661058,13459,230572382,1,1,0,2493.70,75.00,14.46,135046208.00,61.47,80.00
0102,0304,0506,0708,50659332,96,661058,13460,350571536,1,1,0,2590.98,75.00,14.29,83601024.00,51.35,81.00
0102,0304,0506,0708,50659332,96,661058,13461,470570852,1,1,0,2759.35,75.00,14.12,43188696.00,43.65,82.00
0102,0304,0506,0708,50659332,96,661058,13462,590570962,1,1,0,2809.11,75.00,14.12,18713764.00,46.99,83.00
0102,0304,0506,0708,50659332,96,661058,13463,710570018,1,1,0,3086.64,75.00,14.12,6258478.50,44.09,84.00
0102,0304,0506,0708,50659332,96,661058,13464,830569300,1,1,0,2908.07,75.00,14.12,2496959.50,38.72,85.00
0102,0304,0506,0708,50659332,96,661058,13465,950568284,1,1,0,2983.75,75.00,14.12,6781364.50,34.25,86.00
0102,0304,0506,0708,50659332,96,661058,13466,1070567500,1,1,0,2841.41,75.00,14.29,27075248.00,28.62,87.00
0102,0304,0506,0708,50659332,96,661058,13467,1190566364,1,1,0,2857.67,75.00,14.46,63138048.00,31.55,88.00
0102,0304,0506,0708,50659332,96,661058,13468,1310565074,1,1,0,2283.40,75.00,14.63,59926152.00,34.30,89.00
0102,0304,0506,0708,50659332,96,661058,13469,1430564092,1,1,0,2493.76,75.00,14.81,27295810.00,46.49,90.00
0102,0304,0506,0708,50659332,96,661058,13470,1550565236,1,1,0,2412.94,75.00,0.00,8330306.00,38.90,91.00
0102,0304,0506,0708,50659332,96,661058,13471,1670563996,1,1,0,2780.30,75.00,0.00,3144296.00,61.43,92.00
0102,0304,0506,0708,50659332,96,661058,13472,1790568106,1,1,0,3162.95,75.00,0.00,13577356.00,66.47,93.00
0102,0304,0506,0708,50659332,96,661058,13473,1910565566,1,1,0,3599.36,75.00,0.00,35318092.00,58.11,94.00
0102,0304,0506,0708,50659332,96,661058,13474,2030568766,1,1,0,3929.97,75.00,12.90,27813982.00,92.75,95.00
0102,0304,0506,0708,50659332,96,661058,13475,2150566756,1,1,0,3629.00,75.00,13.04,19169024.00,233.95,96.00
0102,0304,0506,0708,50659332,96,661058,13476,2270569108,1,1,0,2957.11,75.00,13.33,62412540.00,317.58,97.00
0102,0304,0506,0708,50659332,96,661058,13477,2390569522,1,1,0,3349.82,75.00,13.19,103089424.00,307.09,98.00
0102,0304,0506,0708,50659332,96,661058,13478,2510570018,1,1,0,4096.45,75.00,13.19,95981232.00,267.30,99.00
0102,0304,0506,0708,50659332,96,661058,13479,2630572274,1,1,0,3860.02,75.00,13.19,58400052.00,229.32,100.00
0102,0304,0506,0708,50659332,96,661058,13480,2750573386,1,1,0,3665.61,75.00,13.19,25437414.00,206.41,101.00
0102,0304,0506,0708,50659332,96,661058,13481,2870574994,1,1,0,3451.55,75.00,13.19,8067573.50,175.02,102.00
0102,0304,0506,0708,50659332,96,661058,13482,2990575510,1,1,0,4843.22,75.00,13.19,5528107.00,144.94,103.00
0102,0304,0506,0708,50659332,96,661058,13483,3110575450,1,1,0,3354.32,75.00,13.19,15126196.00,159.51,104.00
0102,0304,0506,0708,50659332,96,661058,13484,3230574808,1,1,0,2967.97,74.91,13.19,20097816.00,228.74,105.00
0102,0304,0506,0708,50659332,96,661058,13485,3350576464,1,1,0,2417.46,74.79,13.33,28505776.00,200.25,106.00
0102,0304,0506,0708,50659332,96,661058,13486,3470575258,1,1,0,2582.90,74.68,13.33,78688248.00,176.72,107.00
0102,0304,0506,0708,50659332,96,661058,13487,3590576170,0,1,0,1871.89,74.56,13.48,180669744.00,185.54,108.00
0102,0304,0506,0708,50659332,96,661058,13488,3710577560,1,1,0,2077.44,74.44,13.79,304004832.00,207.34,109.00
0102,0304,0506,0708,50659332,96,661058,13489,3830577820,1,1,0,4149.82,74.41,13.79,361950144.00,224.42,110.00
0102,0304,0506,0708,50659332,96,661058,13490,3950578198,1,1,0,4213.59,74.41,13.79,299212800.00,266.43,111.00
0102,0304,0506,0708,50659332,96,661058,13491,4070579284,1,1,0,4741.12,74.41,13.64,273997824.00,259.88,112.00
0102,0304,0506,0708,50659332,96,661058,13492,4190580226,1,1,0,4200.38,74.41,13.33,248001472.00,572.15,113.00
0102,0304,0506,0708,50659332,96,661058,13493,15612972,1,1,0,4472.24,74.41,13.33,116823840.00,530.13,114.00
0102,0304,0506,0708,50659332,96,661058,13494,135612888,1,1,0,4390.93,73.96,13.33,58025048.00,512.25,115.00
0102,0304,0506,0708,50659332,96,661058,13495,255612502,1,1,0,4447.56,73.35,13.48,182467712.00,446.10,116.00
0102,0304,0506,0708,50659332,96,661058,13496,375612618,1,1,0,4390.90,72.74,15.00,445922112.00,367.55,117.00
0102,0304,0506,0708,50659332,96,661058,13497,495612348,1,1,0,3703.67,72.13,15.19,670947904.00,341.60,118.00
0102,0304,0506,0708,50659332,96,661058,13498,615611418,1,1,0,3862.36,71.52,7.45,746704640.00,305.17,119.00
0102,0304,0506,0708,50659332,96,661058,13499,735612042,1,1,0,2930.59,70.96,7.45,364052832.00,1107.58,120.00
0102,0304,0506,0708,50659332,96,661058,13500,855613500,1,1,0,3169.53,70.41,15.58,1389950208.00,6762.52,121.00
0102,0304,0506,0708,50659332,96,661058,13501,975614094,1,1,0,4282.22,69.87,16.00,2930939904.00,11325.90,122.00
0102,0304,0506,0708,50659332,96,661058,13502,1095614856,1,1,0,2480.37,69.32,16.00,3448107008.00,10880.31,123.00
0102,0304,0506,0708,50659332,96,661058,13503,1215631276,1,1,0,3694.09,68.78,16.00,1429301120.00,10638.07,124.00
0102,0304,0506,0708,50659332,96,661058,13504,1335631938,1,1,0,4637.31,68.23,16.00,787217024.00,9144.87,125.00
0102,0304,0506,0708,50659332,96,661058,13505,1455632700,1,1,0,2212.75,67.69,15.58,1088470272.00,8485.00,126.00
0102,0304,0506,0708,50659332,96,661058,13506,1575631398,1,1,0,2356.93,67.14,15.38,1360931712.00,7317.54,127.00
0102,0304,0506,0708,50659332,96,661058,13507,1695634752,1,1,0,2564.42,66.60,0.00,1159436416.00,6110.49,128.00
0102,0304,0506,0708,50659332,96,661058,13508,1815634620,0,1,0,1619.95,0.00,30.00,1597533952.00,5091.67,129.00
0102,0304,0506,0708,50659332,96,661058,13509,1935636220,0,1,0,1692.61,0.00,27.91,3491648512.00,8474.43,130.00
0102,0304,0506,0708,50659332,96,661058,13510,2055634948,0,1,0,1684.98,0.00,25.53,3685700608.00,7534.44,131.00
0102,0304,0506,0708,50659332,96,661058,13511,2175632760,1,1,0,2846.31,64.41,24.49,1618433280.00,7942.79,132.00
0102,0304,0506,0708,50659332,96,661058,13512,2295631650,1,1,0,3104.58,63.87,25.00,537980032.00,6680.39,133.00
0102,0304,0506,0708,50659332,96,661058,13513,2415631200,1,1,0,2731.50,63.32,25.00,294139040.00,6315.13,134.00
0102,0304,0506,0708,50659332,96,661058,13514,2535630142,1,1,0,2542.22,62.78,25.00,159798976.00,5303.28,135.00
0102,0304,0506,0708,50659332,96,661058,13515,2655628230,1,1,0,3359.08,62.23,25.00,55051416.00,4356.93,136.00
0102,0304,0506,0708,50659332,96,661058,13516,2775627402,1,1,0,4155.59,61.69,25.00,24006318.00,3712.54,137.00
0102,0304,0506,0708,50659332,96,661058,13517,2895628314,1,1,0,3156.89,61.14,25.00,10349686.00,3042.31,138.00
0102,0304,0506,0708,50659332,96,661058,13518,3015629064,1,1,0,2686.26,60.60,25.00,50065024.00,2483.70,139.00
0102,0304,0506,0708,50659332,96,661058,13519,3135629268,1,1,0,2717.92,64.45,25.00,205716976.00,2044.74,140.00
0102,0304,0506,0708,50659332,96,661058,13520,3255629176,1,1,0,2852.91,64.45,25.00,319096608.00,1699.17,141.00
0102,0304,0506,0708,50659332,96,661058,13521,3375630958,1,1,0,3760.85,64.45,24.49,299693536.00,1419.94,142.00
0102,0304,0506,0708,50659332,96,661058,13522,3495630624,1,1,0,4038.97,64.45,25.00,222610624.00,1256.84,143.00
0102,0304,0506,0708,50659332,96,661058,13523,3615627664,1,1,0,3788.73,64.45,25.00,81111656.00,1147.54,144.00
0102,0304,0506,0708,50659332,96,661058,13524,3735625174,1,1,0,2450.29,63.28,25.00,105427480.00,1045.31,145.00
0102,0304,0506,0708,50659332,96,661058,13525,3855626004,1,1,0,2330.17,63.28,24.49,339263072.00,994.31,146.00
0102,0304,0506,0708,50659332,96,661058,13526,3975625642,0,1,0,1629.13,0.00,25.00,521649024.00,1000.60,147.00
0102,0304,0506,0708,50659332,96,661058,13527,4095625168,0,1,0,1823.20,63.28,10.43,490972224.00,1023.12,148.00
0102,0304,0506,0708,50659332,96,661058,13528,4215625348,1,1,0,3002.93,63.28,10.26,574016576.00,1168.96,149.00
0102,0304,0506,0708,50659332,96,661058,13529,40659788,1,1,0,3754.26,62.11,10.00,487659744.00,1046.63,150.00
0102,0304,0506,0708,50659332,96,661058,13530,160660884,1,1,0,3210.94,62.11,25.00,331295968.00,864.14,151.00
0102,0304,0506,0708,50659332,96,661058,13531,280663062,0,1,0,1686.17,0.00,9.60,124277152.00,721.31,152.00
0102,0304,0506,0708,50659332,96,661058,13532,400662312,1,1,0,2001.97,62.11,9.76,400372000.00,765.91,153.00
0102,0304,0506,0708,50659332,96,661058,13533,520664226,1,1,0,6454.61,62.11,9.60,4928654336.00,1390.42,154.00
0102,0304,0506,0708,50659332,96,661058,13534,640660374,1,1,0,7419.19,62.11,9.38,15703434240.00,1685.35,155.00
0102,0304,0506,0708,50659332,96,661058,13535,760654788,1,1,0,4607.34,62.11,9.16,23996002304.00,3671.89,156.00
0102,0304,0506,0708,50659332,96,661058,13536,880651926,1,1,0,8522.58,62.11,9.09,18657738752.00,3820.30,157.00
0102,0304,0506,0708,50659332,96,661058,13537,1000652388,1,1,0,10327.29,62.11,9.02,7907382784.00,3705.38,158.00
0102,0304,0506,0708,50659332,96,661058,13538,1120651566,1,1,0,6527.29,62.11,9.02,4238822144.00,3085.13,159.00
0102,0304,0506,0708,50659332,96,661058,13539,1240652208,1,1,0,3644.32,62.11,9.02,11411584000.00,2538.60,160.00
0102,0304,0506,0708,50659332,96,661058,13540,1360652136,1,1,0,2521.87,62.11,9.02,22019821568.00,2132.09,161.00
0102,0304,0506,0708,50659332,96,661058,13541,1480652412,1,1,0,4408.25,62.11,9.02,31040608256.00,1769.90,162.00
0102,0304,0506,0708,50659332,96,661058,13542,1600651772,1,1,0,6420.80,62.11,9.09,36550639616.00,1598.63,163.00
0102,0304,0506,0708,50659332,96,661058,13543,1720649622,1,1,0,4591.57,62.11,9.02,32950994944.00,1359.47,164.00
0102,0304,0506,0708,50659332,96,661058,13544,1840653320,1,1,0,2537.97,65.62,9.02,19799433216.00,1133.48,165.00
0102,0304,0506,0708,50659332,96,661058,13545,1960653894,1,1,0,3584.41,65.62,8.96,9455250432.00,2135.03,166.00
0102,0304,0506,0708,50659332,96,661058,13546,2080653540,1,1,0,2438.17,65.62,8.96,7167599104.00,2576.23,167.00
0102,0304,0506,0708,50659332,96,661058,13547,2200652928,0,1,0,1543.09,0.00,8.96,5702712320.00,2563.89,168.00
0102,0304,0506,0708,50659332,96,661058,13548,2320653180,0,1,0,1678.58,0.00,8.96,3230912768.00,3631.58,169.00
0102,0304,0506,0708,50659332,96,661058,13549,2440653054,0,1,0,1688.30,0.00,8.96,1377588608.00,3430.24,170.00
0102,0304,0506,0708,50659332,96,661058,13550,2560655172,1,1,0,2366.15,65.62,8.96,4215303168.00,2947.13,171.00
0102,0304,0506,0708,50659332,96,661058,13551,2680655490,1,1,0,2128.13,65.62,9.02,39186546688.00,3514.27,172.00
0102,0304,0506,0708,50659332,96,661058,13552,2800655390,1,1,0,2830.53,65.62,9.02,99641630720.00,3136.17,173.00
0102,0304,0506,0708,50659332,96,661058,13553,2920660230,1,1,0,2849.15,65.62,9.02,115768180736.00,4970.45,174.00
0102,0304,0506,0708,50659332,96,661058,13554,3040662456,1,1,0,2418.79,65.62,9.02,81090691072.00,4498.85,175.00
0102,0304,0506,0708,50659332,96,661058,13555,3160665006,1,1,0,2402.21,65.62,16.67,43498340352.00,4347.73,176.00
0102,0304,0506,0708,50659332,96,661058,13556,3280664394,1,1,0,2339.90,65.62,16.67,17177917440.00,5121.25,177.00
0102,0304,0506,0708,50659332,96,661058,13557,3400665560,1,1,0,5285.22,65.62,16.67,5972079616.00,4362.12,178.00
0102,0304,0506,0708,50659332,96,661058,13558,3520667772,1,1,0,4198.94,65.62,16.67,2231913216.00,4537.60,179.00
0102,0304,0506,0708,50659332,96,661058,13559,3640669152,1,1,0,4078.06,65.62,16.67,2975039488.00,5032.38,180.00
0102,0304,0506,0708,50659332,96,661058,13560,3760669236,1,1,0,4152.92,65.62,9.02,4040841984.00,4403.86,181.00
0102,0304,0506,0708,50659332,96,661058,13561,3880670022,1,1,0,4491.15,65.62,9.02,2020839296.00,3841.76,182.00
0102,0304,0506,0708,50659332,96,661058,13562,4000670160,1,1,0,4578.46,65.62,8.96,1353704704.00,3139.46,183.00
0102,0304,0506,0708,50659332,96,661058,13563,4120669680,1,1,0,5061.25,65.62,16.67,2585403136.00,2826.74,184.00
0102,0304,0506,0708,50659332,96,661058,13564,4240664874,1,1,0,3761.35,65.62,16.90,4271360256.00,2695.63,185.00
0102,0304,0506,0708,50659332,96,661058,13565,65699462,1,1,0,2021.37,65.62,16.90,7656882176.00,2300.01,186.00
0102,0304,0506,0708,50659332,96,661058,13566,185702482,0,1,0,1983.78,65.62,16.90,10833309696.00,2088.81,187.00
0102,0304,0506,0708,50659332,96,661058,13567,305701400,1,1,0,2605.58,65.62,16.67,10752418816.00,1768.83,188.00
0102,0304,0506,0708,50659332,96,661058,13568,425698838,0,1,0,1583.95,0.00,16.67,9424581632.00,1513.60,189.00
0102,0304,0506,0708,50659332,96,661058,13569,545697386,0,1,0,1678.39,0.00,16.44,10520496128.00,1413.41,190.00
0102,0304,0506,0708,50659332,96,661058,13570,665697518,0,1,0,1557.54,0.00,16.22,10164952064.00,1189.05,191.00
0102,0304,0506,0708,50659332,96,661058,13571,785699230,1,1,0,2052.96,62.88,16.44,6890013696.00,1087.90,192.00
0102,0304,0506,0708,50659332,96,661058,13572,905700232,1,1,0,3160.73,63.16,16.44,3724929536.00,943.92,193.00
0102,0304,0506,0708,50659332,96,661058,13573,1025699348,1,1,0,5531.49,63.45,16.67,3364939520.00,1135.77,194.00
0102,0304,0506,0708,50659332,96,661058,13574,1145699536,1,1,0,2651.53,63.73,16.67,1707794304.00,2396.93,195.00
0102,0304,0506,0708,50659332,96,661058,13575,1265699614,1,1,0,8067.70,64.01,16.44,7233160704.00,5419.76,196.00
0102,0304,0506,0708,50659332,96,661058,13576,1385702272,1,1,0,7714.69,64.29,16.67,28175616000.00,5115.06,197.00
0102,0304,0506,0708,50659332,96,661058,13577,1505703358,1,1,0,5071.49,64.58,12.50,52345688064.00,4350.06,198.00
0102,0304,0506,0708,50659332,96,661058,13578,1625703506,1,1,0,7312.18,64.86,12.24,49079357440.00,4085.45,199.00
0102,0304,0506,0708,50659332,96,661058,13579,1745703592,1,1,0,6407.42,65.14,12.12,32123189248.00,3650.66,200.00
0102,0304,0506,0708,50659332,96,661058,13580,1865702128,1,1,0,7538.93,65.42,12.12,13194863616.00,3950.77,201.00
0102,0304,0506,0708,50659332,96,661058,13581,1985701660,1,1,0,8175.00,65.68,12.12,10301692928.00,3266.54,202.00
0102,0304,0506,0708,50659332,96,661058,13582,2105703244,1,1,0,8202.84,65.88,12.24,37427130368.00,2913.30,203.00
0102,0304,0506,0708,50659332,96,661058,13583,2225703494,1,1,0,7869.38,66.08,12.12,70541443072.00,2419.75,204.00
0102,0304,0506,0708,50659332,96,661058,13584,2345702080,1,1,0,6917.90,66.28,7.10,86596198400.00,2243.59,205.00
0102,0304,0506,0708,50659332,96,661058,13585,2465703782,1,1,0,7012.72,66.48,7.06,77695508480.00,1904.45,206.00
0102,0304,0506,0708,50659332,96,661058,13586,2585701820,1,1,0,9651.63,66.67,7.06,47408095232.00,1560.80,207.00
0102,0304,0506,0708,50659332,96,661058,13587,2705700904,1,1,0,10276.67,66.87,7.06,17671260160.00,1291.37,208.00
0102,0304,0506,0708,50659332,96,661058,13588,2825698990,1,1,0,7903.12,67.07,7.06,8454444544.00,1077.70,209.00
0102,0304,0506,0708,50659332,96,661058,13589,2945698582,1,1,0,5688.89,67.27,7.06,12474872832.00,880.96,210.00
0102,0304,0506,0708,50659332,96,661058,13590,3065699108,1,1,0,7780.90,67.47,7.06,15657597952.00,750.86,211.00
0102,0304,0506,0708,50659332,96,661058,13591,3185699366,1,1,0,8440.27,67.67,7.06,15379125248.00,622.42,212.00
0102,0304,0506,0708,50659332,96,661058,13592,3305698108,1,1,0,7655.85,67.86,7.06,11830437888.00,546.82,213.00
0102,0304,0506,0708,50659332,96,661058,13593,3425696662,1,1,0,8218.92,68.06,7.10,6531517440.00,466.42,214.00
0102,0304,0506,0708,50659332,96,661058,13594,3545695534,1,1,0,9383.43,68.18,7.10,2946114304.00,386.98,215.00
0102,0304,0506,0708,50659332,96,661058,13595,3665695606,1,1,0,10466.35,68.28,7.10,1183713664.00,350.84,216.00
0102,0304,0506,0708,50659332,96,661058,13596,3785696440,1,1,0,11348.04,68.37,7.10,436087424.00,304.98,217.00
0102,0304,0506,0708,50659332,96,661058,13597,3905696902,1,1,0,11694.75,68.46,7.14,142734816.00,251.05,218.00
0102,0304,0506,0708,50659332,96,661058,13598,4025693890,1,1,0,11850.63,68.56,7.19,44472628.00,222.25,219.00
0102,0304,0506,0708,50659332,96,661058,13599,4145692868,1,1,0,11456.26,62.11,12.24,15641615.00,197.23,220.00
0102,0304,0506,0708,50659332,96,661058,13600,4265692196,1,1,0,10830.76,62.11,12.12,8045739.00,181.30,221.00
0102,0304,0506,0708,50659332,96,661058,13601,90724180,1,1,0,10826.32,62.11,12.12,65205928.00,165.98,222.00
0102,0304,0506,0708,50659332,96,661058,13602,210723856,1,1,0,8957.26,62.11,12.12,80096784.00,194.73,223.00
0102,0304,0506,0708,50659332,96,661058,13603,330722068,1,1,0,6755.48,62.11,12.12,525741792.00,337.40,224.00
0102,0304,0506,0708,50659332,96,661058,13604,450721828,1,1,0,6351.16,62.11,12.12,1506952576.00,345.23,225.00
0102,0304,0506,0708,50659332,96,661058,13605,570721996,1,1,0,9731.84,62.11,12.12,1481575552.00,368.07,226.00
0102,0304,0506,0708,50659332,96,661058,13606,690719944,1,1,0,7247.00,62.11,12.12,752110656.00,365.94,227.00
0102,0304,0506,0708,50659332,96,661058,13607,810718648,1,1,0,5608.00,62.11,12.12,779057152.00,488.13,228.00
0102,0304,0506,0708,50659332,96,661058,13608,930719482,1,1,0,5106.10,62.11,12.12,641841280.00,846.41,229.00
0102,0304,0506,0708,50659332,96,661058,13609,1050720538,1,1,0,3985.62,62.11,12.12,419553536.00,939.09,230.00
0102,0304,0506,0708,50659332,96,661058,13610,1170720340,1,1,0,8074.41,62.11,12.12,740280064.00,804.18,231.00
0102,0304,0506,0708,50659332,96,661058,13611,1290720568,1,1,0,10219.64,62.11,12.12,1512698880.00,744.44,232.00
0102,0304,0506,0708,50659332,96,661058,13612,1410721036,1,1,0,10714.17,62.11,12.12,1625805824.00,611.94,233.00
0102,0304,0506,0708,50659332,96,661058,13613,1530722688,1,1,0,11122.20,62.11,12.12,756050048.00,534.57,234.00
0102,0304,0506,0708,50659332,96,661058,13614,1650725202,1,1,0,10548.79,69.54,12.24,555281280.00,479.92,235.00
0102,0304,0506,0708,50659332,96,661058,13615,1770723594,1,1,0,9705.25,69.54,12.37,1010786176.00,553.15,236.00
0102,0304,0506,0708,50659332,96,661058,13616,1890724512,1,1,0,5068.58,69.54,19.05,1836595200.00,618.70,237.00
0102,0304,0506,0708,50659332,96,661058,13617,2010725268,1,1,0,5216.85,69.54,18.75,3263905280.00,588.92,238.00
0102,0304,0506,0708,50659332,96,661058,13618,2130725518,1,1,0,3933.45,69.54,18.75,3297632768.00,553.41,239.00
0102,0304,0506,0708,50659332,96,661058,13619,2250732234,1,1,0,2883.18,69.54,19.05,1632795392.00,1044.30,240.00
