Sync Header 0,Sync Header 1,Sync Header 2,Sync Header 3,Software Version,Total Packet Length,Hardware Version,Frame Number,CPU Time,Human Detected,Output Structure Count,Reserved,Max RCS,Heart Rate Est,Breathing Rate Est,Sum Energy Breath Wfm,Sum Energy Heart Wfm,Total Packets Received
0102,0304,0506,0708,50659332,96,661058,188036,2915065722,0,1,0,1574.27,0.00,12.50,29886439424.00,5477.74,77.00
0102,0304,0506,0708,50659332,96,661058,188037,3035065476,0,1,0,1413.42,0.00,12.50,31496968192.00,4476.46,78.00
0102,0304,0506,0708,50659332,96,661058,188038,3155063934,0,1,0,1712.90,0.00,12.63,26102478848.00,3673.65,79.00
0102,0304,0506,0708,50659332,96,661058,188039,3275063664,0,1,0,1305.99,0.00,12.63,17207263232.00,2996.90,80.00
0102,0304,0506,0708,50659332,96,661058,188040,3395064290,0,1,0,1763.24,0.00,12.50,9074921472.00,2447.04,81.00
0102,0304,0506,0708,50659332,96,661058,188041,3515066438,1,1,0,2911.12,63.16,12.50,3956088320.00,1997.19,82.00
0102,0304,0506,0708,50659332,96,661058,188042,3635066000,0,1,0,1958.34,63.16,12.37,1545548288.00,1628.71,83.00
0102,0304,0506,0708,50659332,96,661058,188043,3755065736,0,1,0,1880.98,63.16,12.37,552382272.00,1327.20,84.00
0102,0304,0506,0708,50659332,96,661058,188044,3875064552,0,1,0,1501.48,0.00,12.37,176849296.00,1081.96,85.00
0102,0304,0506,0708,50659332,96,661058,188045,3995066822,1,1,0,2424.82,63.16,12.37,88255528.00,882.28,86.00
0102,0304,0506,0708,50659332,96,661058,188046,4115066990,1,1,0,2671.14,63.16,12.37,110140864.00,719.98,87.00
0102,0304,0506,0708,50659332,96,661058,188047,4235065904,1,1,0,3387.55,63.16,12.37,165968176.00,587.99,88.00
0102,0304,0506,0708,50659332,96,661058,188048,60099770,0,1,0,1253.75,0.00,12.24,238975296.00,479.96,89.00
0102,0304,0506,0708,50659332,96,661058,188049,180101336,0,1,0,1726.32,0.00,12.24,323732544.00,392.72,90.00
0102,0304,0506,0708,50659332,96,661058,188050,300102232,1,1,0,2391.21,63.16,12.24,414100608.00,320.61,91.00
0102,0304,0506,0708,50659332,96,661058,188051,420103444,1,1,0,2082.12,63.16,12.24,490123104.00,262.13,92.00
0102,0304,0506,0708,50659332,96,661058,188052,540101362,1,1,0,2664.86,63.16,12.24,537205440.00,214.31,93.00
0102,0304,0506,0708,50659332,96,661058,188053,660101954,1,1,0,2715.34,63.16,12.37,538877440.00,176.01,94.00
0102,0304,0506,0708,50659332,96,661058,188054,780104002,0,1,0,1992.82,63.16,12.37,524452416.00,145.44,95.00
0102,0304,0506,0708,50659332,96,661058,188055,900105212,0,1,0,1825.43,63.16,25.00,521182400.00,119.64,96.00
0102,0304,0506,0708,50659332,96,661058,188056,1020107138,0,1,0,1239.39,0.00,24.49,505259520.00,98.82,97.00
0102,0304,0506,0708,50659332,96,661058,188057,1140106400,0,1,0,1325.29,0.00,24.49,466884032.00,80.97,98.00
0102,0304,0506,0708,50659332,96,661058,188058,1260104066,0,1,0,1298.70,0.00,24.49,392780576.00,66.66,99.00
0102,0304,0506,0708,50659332,96,661058,188059,1380100696,1,1,0,2119.76,63.16,12.50,150055392.00,121.35,100.00
0102,0304,0506,0708,50659332,96,661058,188060,1500100330,1,1,0,5360.56,63.16,12.50,50614344.00,215.40,101.00
0102,0304,0506,0708,50659332,96,661058,188061,1620100948,1,1,0,3287.93,63.16,12.50,17598334.00,194.14,102.00
0102,0304,0506,0708,50659332,96,661058,188062,1740101200,1,1,0,2335.72,63.16,24.49,23175042.00,165.20,103.00
0102,0304,0506,0708,50659332,96,661058,188063,1860101780,1,1,0,2377.89,63.16,24.49,88906200.00,136.26,104.00
0102,0304,0506,0708,50659332,96,661058,188064,1980106124,0,1,0,1867.38,63.16,24.49,183624384.00,114.93,105.00
0102,0304,0506,0708,50659332,96,661058,188065,2100106042,1,1,0,2230.96,63.16,24.49,265886272.00,94.08,106.00
0102,0304,0506,0708,50659332,96,661058,188066,2220106280,0,1,0,1351.78,0.00,24.49,295352992.00,77.16,107.00
0102,0304,0506,0708,50659332,96,661058,188067,2340107108,0,1,0,1373.63,0.00,24.49,266328512.00,63.41,108.00
0102,0304,0506,0708,50659332,96,661058,188068,2460109262,0,1,0,1439.49,0.00,24.49,201831872.00,51.83,109.00
0102,0304,0506,0708,50659332,96,661058,188069,2580111872,0,1,0,1512.26,0.00,25.00,122038824.00,42.33,110.00
0102,0304,0506,0708,50659332,96,661058,188070,2700114718,0,1,0,1454.27,0.00,26.09,58679756.00,34.55,111.00
0102,0304,0506,0708,50659332,96,661058,188071,2820116390,0,1,0,1409.30,0.00,27.27,22544030.00,28.20,112.00
0102,0304,0506,0708,50659332,96,661058,188072,2940118262,0,1,0,1423.95,0.00,28.57,6833648.50,22.98,113.00
0102,0304,0506,0708,50659332,96,661058,188073,3060117976,0,1,0,1450.75,0.00,27.91,1957320.00,18.72,114.00
0102,0304,0506,0708,50659332,96,661058,188074,3180119372,0,1,0,1516.54,0.00,27.91,872694.00,15.29,115.00
0102,0304,0506,0708,50659332,96,661058,188075,3300118720,0,1,0,1491.38,0.00,27.27,1240222.50,12.46,116.00
0102,0304,0506,0708,50659332,96,661058,188076,3420121654,0,1,0,1451.16,0.00,27.27,2230164.00,10.15,117.00
0102,0304,0506,0708,50659332,96,661058,188077,3540127046,0,1,0,1438.51,0.00,27.27,3566286.25,8.27,118.00
0102,0304,0506,0708,50659332,96,661058,188078,3660125576,0,1,0,1434.03,0.00,27.27,4628629.50,6.75,119.00
0102,0304,0506,0708,50659332,96,661058,188079,3780127552,0,1,0,1455.68,0.00,26.67,5453366.00,5.50,120.00
0102,0304,0506,0708,50659332,96,661058,188080,3900128564,0,1,0,1429.86,0.00,26.09,6562085.50,4.49,121.00
0102,0304,0506,0708,50659332,96,661058,188081,4020129158,0,1,0,1388.64,0.00,26.09,8156221.00,3.66,122.00
0102,0304,0506,0708,50659332,96,661058,188082,4140128990,0,1,0,1398.25,0.00,26.09,8225171.50,2.99,123.00
0102,0304,0506,0708,50659332,96,661058,188083,4260129050,0,1,0,1422.74,0.00,25.53,6594346.00,2.44,124.00
0102,0304,0506,0708,50659332,96,661058,188084,85165252,0,1,0,1486.94,0.00,24.49,5652707.50,2.01,125.00
0102,0304,0506,0708,50659332,96,661058,188085,205169058,0,1,0,1490.70,0.00,23.53,5565972.50,1.65,126.00
0102,0304,0506,0708,50659332,96,661058,188086,325167886,0,1,0,1480.10,0.00,24.00,4769891.00,1.34,127.00
0102,0304,0506,0708,50659332,96,661058,188087,445171498,0,1,0,1449.49,0.00,25.00,3155744.25,1.10,128.00
0102,0304,0506,0708,50659332,96,661058,188088,565173640,0,1,0,1424.22,0.00,0.00,1852888.38,0.90,129.00
0102,0304,0506,0708,50659332,96,661058,188089,685175194,0,1,0,1416.28,0.00,0.00,1198556.12,0.75,130.00
0102,0304,0506,0708,50659332,96,661058,188090,805175916,0,1,0,1409.98,0.00,0.00,1114551.88,0.62,131.00
0102,0304,0506,0708,50659332,96,661058,188091,925174558,0,1,0,1411.77,0.00,0.00,843939.69,0.51,132.00
0102,0304,0506,0708,50659332,96,661058,188092,1045174266,0,1,0,1424.48,0.00,0.00,536316.75,0.42,133.00
0102,0304,0506,0708,50659332,96,661058,188093,1165173178,0,1,0,1421.23,0.00,0.00,297435.34,0.34,134.00
0102,0304,0506,0708,50659332,96,661058,188094,1285171680,0,1,0,1424.18,0.00,0.00,197032.41,0.28,135.00
0102,0304,0506,0708,50659332,96,661058,188095,1405169704,0,1,0,1426.72,0.00,0.00,105040.34,0.25,136.00
0102,0304,0506,0708,50659332,96,661058,188096,1525169302,0,1,0,1433.02,0.00,0.00,100899.59,0.20,137.00
0102,0304,0506,0708,50659332,96,661058,188097,1645167706,0,1,0,1424.66,0.00,0.00,87610.52,0.17,138.00
0102,0304,0506,0708,50659332,96,661058,188098,1765169056,0,1,0,1428.51,0.00,0.00,59615.22,0.18,139.00
0102,0304,0506,0708,50659332,96,661058,188099,1885170274,0,1,0,1402.41,0.00,0.00,29365.09,0.15,140.00
0102,0304,0506,0708,50659332,96,661058,188100,2005169772,0,1,0,1390.70,0.00,0.00,9947.55,0.14,141.00
0102,0304,0506,0708,50659332,96,661058,188101,2125168744,0,1,0,1391.01,0.00,0.00,2730.93,0.12,142.00
0102,0304,0506,0708,50659332,96,661058,188102,2245169488,0,1,0,1403.23,0.00,0.00,3914.25,0.12,143.00
0102,0304,0506,0708,50659332,96,661058,188103,2365169038,0,1,0,1417.00,0.00,0.00,4899.01,0.13,144.00
0102,0304,0506,0708,50659332,96,661058,188104,2485169592,0,1,0,1420.23,0.00,0.00,3291.16,0.15,145.00
0102,0304,0506,0708,50659332,96,661058,188105,2605170520,0,1,0,1448.32,0.00,0.00,1449.43,0.14,146.00
0102,0304,0506,0708,50659332,96,661058,188106,2725170798,0,1,0,1477.58,0.00,0.00,547.56,0.13,147.00
0102,0304,0506,0708,50659332,96,661058,188107,2845170778,0,1,0,1496.30,0.00,0.00,417.75,0.11,148.00
0102,0304,0506,0708,50659332,96,661058,188108,2965170934,0,1,0,1491.17,0.00,0.00,993.06,0.11,149.00
0102,0304,0506,0708,50659332,96,661058,188109,3085170124,0,1,0,1503.77,0.00,0.00,1792.48,0.11,150.00
0102,0304,0506,0708,50659332,96,661058,188110,3205170448,0,1,0,1491.33,0.00,0.00,2806.81,0.10,151.00
0102,0304,0506,0708,50659332,96,661058,188111,3325171354,0,1,0,1484.54,0.00,0.00,3515.49,0.09,152.00
0102,0304,0506,0708,50659332,96,661058,188112,3445171198,0,1,0,1437.20,0.00,0.00,3165.47,0.08,153.00
0102,0304,0506,0708,50659332,96,661058,188113,3565168306,0,1,0,1384.06,0.00,0.00,1814.62,0.07,154.00
0102,0304,0506,0708,50659332,96,661058,188114,3685167936,0,1,0,1367.54,0.00,0.00,609.62,0.06,155.00
0102,0304,0506,0708,50659332,96,661058,188115,3805168258,0,1,0,1375.24,0.00,0.00,398.64,0.05,156.00
0102,0304,0506,0708,50659332,96,661058,188116,3925169692,0,1,0,1384.07,0.00,0.00,304.18,0.06,157.00
0102,0304,0506,0708,50659332,96,661058,188117,4045172908,0,1,0,1393.50,0.00,0.00,93.49,0.09,158.00
0102,0304,0506,0708,50659332,96,661058,188118,4165173274,0,1,0,1413.82,0.00,0.00,290.15,0.12,159.00
0102,0304,0506,0708,50659332,96,661058,188119,4285173948,0,1,0,1443.19,0.00,0.00,726.98,0.13,160.00
0102,0304,0506,0708,50659332,96,661058,188120,110207190,0,1,0,1450.98,0.00,0.00,824.03,0.17,161.00
0102,0304,0506,0708,50659332,96,661058,188121,230211750,0,1,0,1496.62,0.00,0.00,448.47,0.18,162.00
0102,0304,0506,0708,50659332,96,661058,188122,350214626,0,1,0,1546.44,0.00,0.00,3562.66,0.20,163.00
0102,0304,0506,0708,50659332,96,661058,188123,470212716,0,1,0,1581.28,0.00,0.00,1356.20,0.18,164.00
0102,0304,0506,0708,50659332,96,661058,188124,590215574,0,1,0,1605.42,0.00,0.00,575.72,0.17,165.00
0102,0304,0506,0708,50659332,96,661058,188125,710215074,0,1,0,1614.86,0.00,0.00,607.44,0.14,166.00
0102,0304,0506,0708,50659332,96,661058,188126,830217102,0,1,0,1588.60,0.00,0.00,335.12,0.13,167.00
0102,0304,0506,0708,50659332,96,661058,188127,950217000,0,1,0,1548.51,0.00,0.00,102.19,0.11,168.00
0102,0304,0506,0708,50659332,96,661058,188128,1070215506,0,1,0,1490.51,0.00,0.00,33.13,0.09,169.00
0102,0304,0506,0708,50659332,96,661058,188129,1190216562,0,1,0,1460.81,0.00,0.00,10.34,0.13,170.00
0102,0304,0506,0708,50659332,96,661058,188130,1310213058,0,1,0,1464.51,0.00,0.00,22.13,0.13,171.00
0102,0304,0506,0708,50659332,96,661058,188131,1430213754,0,1,0,1465.30,0.00,0.00,57.06,0.12,172.00
0102,0304,0506,0708,50659332,96,661058,188132,1550214162,0,1,0,1459.73,0.00,0.00,24.13,0.10,173.00
0102,0304,0506,0708,50659332,96,661058,188133,1670214710,0,1,0,1464.73,0.00,0.00,39.07,0.12,174.00
0102,0304,0506,0708,50659332,96,661058,188134,1790216076,0,1,0,1487.70,0.00,0.00,31.92,0.14,175.00
0102,0304,0506,0708,50659332,96,661058,188135,1910216364,0,1,0,1554.16,0.00,0.00,12.00,0.11,176.00
0102,0304,0506,0708,50659332,96,661058,188136,2030216934,0,1,0,1629.88,0.00,0.00,5.51,0.11,177.00
0102,0304,0506,0708,50659332,96,661058,188137,2150216196,0,1,0,1647.58,0.00,0.00,18.89,0.10,178.00
0102,0304,0506,0708,50659332,96,661058,188138,2270218562,0,1,0,1666.32,0.00,0.00,36.69,0.12,179.00
0102,0304,0506,0708,50659332,96,661058,188139,2390219748,0,1,0,1675.33,0.00,0.00,39.35,0.10,180.00
0102,0304,0506,0708,50659332,96,661058,188140,2510217474,0,1,0,1651.83,0.00,0.00,19.56,0.08,181.00
0102,0304,0506,0708,50659332,96,661058,188141,2630216724,0,1,0,1616.34,0.00,0.00,12.88,0.07,182.00
0102,0304,0506,0708,50659332,96,661058,188142,2750215824,0,1,0,1568.52,0.00,0.00,34.31,0.07,183.00
0102,0304,0506,0708,50659332,96,661058,188143,2870214654,0,1,0,1547.66,0.00,0.00,67.42,0.06,184.00
0102,0304,0506,0708,50659332,96,661058,188144,2990209092,0,1,0,1548.60,0.00,0.00,97.30,0.06,185.00
0102,0304,0506,0708,50659332,96,661058,188145,3110210754,0,1,0,1549.87,0.00,0.00,68.30,0.05,186.00
0102,0304,0506,0708,50659332,96,661058,188146,3230209812,0,1,0,1556.90,0.00,0.00,22.73,0.04,187.00
0102,0304,0506,0708,50659332,96,661058,188147,3350208120,0,1,0,1568.76,0.00,0.00,20.89,0.09,188.00
0102,0304,0506,0708,50659332,96,661058,188148,3470208444,0,1,0,1612.42,0.00,0.00,21.39,0.13,189.00
0102,0304,0506,0708,50659332,96,661058,188149,3590207616,0,1,0,1655.76,0.00,0.00,19.45,0.15,190.00
0102,0304,0506,0708,50659332,96,661058,188150,3710207756,0,1,0,1702.26,0.00,0.00,11.19,0.13,191.00
0102,0304,0506,0708,50659332,96,661058,188151,3830206878,0,1,0,1730.93,0.00,0.00,7.57,0.12,192.00
0102,0304,0506,0708,50659332,96,661058,188152,3950205126,0,1,0,1750.17,0.00,0.00,2.97,0.10,193.00
0102,0304,0506,0708,50659332,96,661058,188153,4070203422,0,1,0,1783.15,0.00,0.00,1.46,0.09,194.00
0102,0304,0506,0708,50659332,96,661058,188154,4190201802,0,1,0,1768.02,0.00,0.00,0.99,0.08,195.00
0102,0304,0506,0708,50659332,96,661058,188155,15233114,0,1,0,1732.26,0.00,0.00,1.64,0.09,196.00
0102,0304,0506,0708,50659332,96,661058,188156,135231638,0,1,0,1669.25,0.00,0.00,1.62,0.09,197.00
0102,0304,0506,0708,50659332,96,661058,188157,255231416,0,1,0,1597.73,0.00,0.00,1.37,0.10,198.00
0102,0304,0506,0708,50659332,96,661058,188158,375231290,0,1,0,1564.29,0.00,0.00,20.35,0.10,199.00
0102,0304,0506,0708,50659332,96,661058,188159,495231122,0,1,0,1569.11,0.00,0.00,63.87,0.11,200.00
0102,0304,0506,0708,50659332,96,661058,188160,615231872,0,1,0,1532.19,0.00,0.00,100.78,0.10,201.00
0102,0304,0506,0708,50659332,96,661058,188161,735231266,0,1,0,1494.31,0.00,0.00,83.33,0.14,202.00
0102,0304,0506,0708,50659332,96,661058,188162,855233348,0,1,0,1452.96,0.00,0.00,36.90,0.17,203.00
0102,0304,0506,0708,50659332,96,661058,188163,975233726,0,1,0,1502.46,0.00,0.00,15.47,0.15,204.00
0102,0304,0506,0708,50659332,96,661058,188164,1095236018,0,1,0,1576.27,0.00,0.00,34.20,0.14,205.00
0102,0304,0506,0708,50659332,96,661058,188165,1215238214,0,1,0,1665.68,0.00,0.00,77.28,0.13,206.00
0102,0304,0506,0708,50659332,96,661058,188166,1335239450,0,1,0,1703.96,0.00,0.00,111.02,0.12,207.00
0102,0304,0506,0708,50659332,96,661058,188167,1455240458,0,1,0,1720.17,0.00,0.00,92.57,0.11,208.00
0102,0304,0506,0708,50659332,96,661058,188168,1575242224,0,1,0,1683.28,0.00,0.00,53.55,0.09,209.00
0102,0304,0506,0708,50659332,96,661058,188169,1695243398,0,1,0,1659.53,0.00,0.00,18.35,0.08,210.00
0102,0304,0506,0708,50659332,96,661058,188170,1815244250,0,1,0,1646.02,0.00,0.00,14.75,0.08,211.00
0102,0304,0506,0708,50659332,96,661058,188171,1935245894,0,1,0,1673.05,0.00,0.00,28.16,0.07,212.00
0102,0304,0506,0708,50659332,96,661058,188172,2055246836,0,1,0,1627.87,0.00,0.00,23.51,0.08,213.00
0102,0304,0506,0708,50659332,96,661058,188173,2175247370,0,1,0,1607.00,0.00,0.00,11.60,0.09,214.00
0102,0304,0506,0708,50659332,96,661058,188174,2295249062,0,1,0,1583.40,0.00,0.00,3.79,0.09,215.00
0102,0304,0506,0708,50659332,96,661058,188175,2415245654,0,1,0,1594.53,0.00,0.00,4.00,0.11,216.00
0102,0304,0506,0708,50659332,96,661058,188176,2535246158,0,1,0,1592.74,0.00,0.00,5.00,0.12,217.00
0102,0304,0506,0708,50659332,96,661058,188177,2655246410,0,1,0,1578.87,0.00,0.00,2.46,0.13,218.00
0102,0304,0506,0708,50659332,96,661058,188178,2775244988,0,1,0,1558.25,0.00,0.00,3.10,0.13,219.00
0102,0304,0506,0708,50659332,96,661058,188179,2895244196,0,1,0,1553.02,0.00,0.00,14.38,0.11,220.00
0102,0304,0506,0708,50659332,96,661058,188180,3015246878,0,1,0,1537.54,0.00,0.00,23.05,0.10,221.00
0102,0304,0506,0708,50659332,96,661058,188181,3135246632,0,1,0,1558.67,0.00,0.00,12.73,0.09,222.00
0102,0304,0506,0708,50659332,96,661058,188182,3255248270,0,1,0,1558.18,0.00,0.00,9.22,0.09,223.00
0102,0304,0506,0708,50659332,96,661058,188183,3375243896,0,1,0,1575.21,0.00,0.00,25.48,0.09,224.00
0102,0304,0506,0708,50659332,96,661058,188184,3495244624,0,1,0,1639.03,0.00,0.00,43.45,0.10,225.00
0102,0304,0506,0708,50659332,96,661058,188185,3615247694,0,1,0,1672.25,0.00,0.00,42.46,0.09,226.00
0102,0304,0506,0708,50659332,96,661058,188186,3735242222,0,1,0,1691.45,0.00,0.00,22.77,0.07,227.00
0102,0304,0506,0708,50659332,96,661058,188187,3855241748,0,1,0,1700.86,0.00,0.00,7.80,0.06,228.00
0102,0304,0506,0708,50659332,96,661058,188188,3975239864,0,1,0,1726.83,0.00,0.00,7.05,0.05,229.00
0102,0304,0506,0708,50659332,96,661058,188189,4095238718,0,1,0,1749.10,0.00,0.00,7.84,0.05,230.00
0102,0304,0506,0708,50659332,96,661058,188190,4215235486,0,1,0,1774.07,0.00,0.00,3.29,0.05,231.00
0102,0304,0506,0708,50659332,96,661058,188191,40270372,0,1,0,1776.68,0.00,0.00,6.14,0.04,232.00
0102,0304,0506,0708,50659332,96,661058,188192,160265086,0,1,0,1779.47,0.00,0.00,14.89,0.04,233.00
0102,0304,0506,0708,50659332,96,661058,188193,280262836,0,1,0,1785.46,0.00,0.00,10.69,0.04,234.00
0102,0304,0506,0708,50659332,96,661058,188194,400259014,0,1,0,1778.97,0.00,0.00,4.98,0.04,235.00
0102,0304,0506,0708,50659332,96,661058,188195,520258702,0,1,0,1800.98,0.00,0.00,17.81,0.03,236.00
0102,0304,0506,0708,50659332,96,661058,188196,640258516,0,1,0,1796.79,0.00,0.00,37.82,0.04,237.00
0102,0304,0506,0708,50659332,96,661058,188197,760261114,0,1,0,1821.46,0.00,0.00,52.34,0.04,238.00
0102,0304,0506,0708,50659332,96,661058,188198,880263118,0,1,0,1854.77,0.00,0.00,37.38,0.06,239.00
0102,0304,0506,0708,50659332,96,661058,188199,1000261036,0,1,0,1905.16,0.00,0.00,13.50,0.05,240.00
0102,0304,0506,0708,50659332,96,661058,188200,1120259050,0,1,0,1909.88,0.00,0.00,25.72,0.05,241.00
0102,0304,0506,0708,50659332,96,661058,188201,1240258038,0,1,0,1884.82,0.00,0.00,59.52,0.04,242.00
0102,0304,0506,0708,50659332,96,661058,188202,1360254280,0,1,0,1857.00,0.00,0.00,48.85,0.04,243.00
0102,0304,0506,0708,50659332,96,661058,188203,1480257358,0,1,0,1829.47,0.00,0.00,17.47,0.05,244.00
0102,0304,0506,0708,50659332,96,661058,188204,1600257430,0,1,0,1802.50,0.00,0.00,42.13,0.06,245.00
0102,0304,0506,0708,50659332,96,661058,188205,1720255582,0,1,0,1790.24,0.00,0.00,122.12,0.13,246.00
0102,0304,0506,0708,50659332,96,661058,188206,1840254016,0,1,0,1761.23,0.00,0.00,181.21,0.12,247.00
0102,0304,0506,0708,50659332,96,661058,188207,1960248706,0,1,0,1757.54,0.00,0.00,147.30,0.10,248.00
0102,0304,0506,0708,50659332,96,661058,188208,2080250434,0,1,0,1751.43,0.00,0.00,65.56,0.09,249.00
0102,0304,0506,0708,50659332,96,661058,188209,2200252618,0,1,0,1775.30,0.00,0.00,23.73,0.07,250.00
0102,0304,0506,0708,50659332,96,661058,188210,2320252258,0,1,0,1804.68,0.00,0.00,57.85,0.08,251.00
0102,0304,0506,0708,50659332,96,661058,188211,2440252644,0,1,0,1809.28,0.00,0.00,121.37,0.08,252.00
0102,0304,0506,0708,50659332,96,661058,188212,2560252740,0,1,0,1789.63,0.00,0.00,120.13,0.07,253.00
0102,0304,0506,0708,50659332,96,661058,188213,2680252966,0,1,0,1772.55,0.00,0.00,50.06,0.08,254.00
0102,0304,0506,0708,50659332,96,661058,188214,2800253284,0,1,0,1769.08,0.00,0.00,28.48,0.07,255.00
0102,0304,0506,0708,50659332,96,661058,188215,2920254058,0,1,0,1742.55,0.00,0.00,43.99,0.10,256.00
0102,0304,0506,0708,50659332,96,661058,188216,3040253872,0,1,0,1715.34,0.00,0.00,46.46,0.10,257.00
0102,0304,0506,0708,50659332,96,661058,188217,3160254406,0,1,0,1685.15,0.00,0.00,22.13,0.09,258.00
0102,0304,0506,0708,50659332,96,661058,188218,3280255210,0,1,0,1688.13,0.00,0.00,8.96,0.09,259.00
