0102,0304,0506,0708,50659332,96,661058,193817,850382046,0,1,0,5521.52,0.00,12.63,17277756.00,4.87,5858.00
0102,0304,0506,0708,50659332,96,661058,193818,970382472,0,1,0,4236.09,0.00,12.63,16049656.00,4.10,5859.00
0102,0304,0506,0708,50659332,96,661058,193819,1090381554,0,1,0,4306.98,0.00,12.63,14939696.00,4.04,5860.00
0102,0304,0506,0708,50659332,96,661058,193820,1210381632,0,1,0,4394.57,0.00,26.09,12445418.00,3.73,5861.00
0102,0304,0506,0708,50659332,96,661058,193821,1330381338,0,1,0,4808.19,0.00,12.63,8074109.50,3.45,5862.00
0102,0304,0506,0708,50659332,96,661058,193822,1450381098,0,1,0,4066.18,0.00,12.50,4949885.50,3.12,5863.00
0102,0304,0506,0708,50659332,96,661058,193823,1570380396,0,1,0,4185.87,0.00,12.37,3962032.75,2.80,5864.00
0102,0304,0506,0708,50659332,96,661058,193824,1690378712,0,1,0,4310.93,0.00,12.37,3862976.50,2.47,5865.00
0102,0304,0506,0708,50659332,96,661058,193825,1810377306,0,1,0,4379.43,0.00,12.50,3620535.75,2.09,5866.00
0102,0304,0506,0708,50659332,96,661058,193826,1930375998,0,1,0,4116.14,0.00,12.50,2749338.75,1.83,5867.00
0102,0304,0506,0708,50659332,96,661058,193827,2050375344,0,1,0,4224.45,0.00,12.63,1827645.62,1.51,5868.00
0102,0304,0506,0708,50659332,96,661058,193828,2170374870,0,1,0,4902.13,0.00,12.24,1069715.88,1.68,5869.00
0102,0304,0506,0708,50659332,96,661058,193829,2290376658,0,1,0,6065.93,0.00,11.88,510757.53,2.02,5870.00
0102,0304,0506,0708,50659332,96,661058,193830,2410378974,0,1,0,4226.36,0.00,11.88,201753.78,2.45,5871.00
0102,0304,0506,0708,50659332,96,661058,193831,2530382100,0,1,0,7868.12,0.00,12.00,63336.46,2.49,5872.00
0102,0304,0506,0708,50659332,96,661058,193832,2650383204,0,1,0,4405.58,0.00,0.00,17899.88,2.75,5873.00
0102,0304,0506,0708,50659332,96,661058,193833,2770383504,0,1,0,4761.76,0.00,0.00,12638.07,3.15,5874.00
0102,0304,0506,0708,50659332,96,661058,193834,2890388318,0,1,0,3981.24,0.00,0.00,62402.27,2.99,5875.00
0102,0304,0506,0708,50659332,96,661058,193835,3010390248,0,1,0,4353.27,0.00,0.00,69453.54,2.58,5876.00
0102,0304,0506,0708,50659332,96,661058,193836,3130392408,0,1,0,8548.98,0.00,0.00,58806.46,2.90,5877.00
0102,0304,0506,0708,50659332,96,661058,193837,3250393908,0,1,0,5953.61,0.00,0.00,138193.72,2.57,5878.00
0102,0304,0506,0708,50659332,96,661058,193838,3370394214,0,1,0,4193.71,0.00,0.00,234359.14,2.81,5879.00
0102,0304,0506,0708,50659332,96,661058,193839,3490394510,0,1,0,4113.60,0.00,0.00,163781.95,2.35,5880.00
0102,0304,0506,0708,50659332,96,661058,193840,3610394574,0,1,0,4060.07,0.00,0.00,58595.02,2.09,5881.00
0102,0304,0506,0708,50659332,96,661058,193841,3730391492,0,1,0,4241.04,0.00,0.00,17958.79,2.29,5882.00
0102,0304,0506,0708,50659332,96,661058,193842,3850392192,0,1,0,4132.43,0.00,0.00,6318.96,2.53,5883.00
0102,0304,0506,0708,50659332,96,661058,193843,3970393074,0,1,0,4105.57,0.00,0.00,7006.31,2.41,5884.00
0102,0304,0506,0708,50659332,96,661058,193844,4090390488,0,1,0,4204.22,0.00,0.00,3287.10,2.53,5885.00
0102,0304,0506,0708,50659332,96,661058,193845,4210389966,0,1,0,4699.98,0.00,0.00,16768.36,2.85,5886.00
0102,0304,0506,0708,50659332,96,661058,193846,35424482,0,1,0,4472.54,0.00,0.00,110753.92,2.83,5887.00
0102,0304,0506,0708,50659332,96,661058,193847,155423666,0,1,0,4001.11,0.00,0.00,150334.23,2.51,5888.00
0102,0304,0506,0708,50659332,96,661058,193848,275422004,0,1,0,3898.42,0.00,0.00,73164.56,2.07,5889.00
0102,0304,0506,0708,50659332,96,661058,193849,395424026,0,1,0,7538.85,0.00,0.00,28975.44,2.86,5890.00
0102,0304,0506,0708,50659332,96,661058,193850,515425366,1,1,0,5056.18,50.00,0.00,12313.08,5.48,5891.00
0102,0304,0506,0708,50659332,96,661058,193851,635425448,1,1,0,6338.32,50.00,0.00,658207.06,15.55,5892.00
0102,0304,0506,0708,50659332,96,661058,193852,755429084,1,1,0,6940.77,50.00,0.00,5203011.00,37.10,5893.00
0102,0304,0506,0708,50659332,96,661058,193853,875426804,1,1,0,7429.87,50.00,0.00,38887044.00,31.30,5894.00
0102,0304,0506,0708,50659332,96,661058,193854,995430820,1,1,0,5744.51,50.00,0.00,78627008.00,32.01,5895.00
0102,0304,0506,0708,50659332,96,661058,193855,1115428922,1,1,0,6610.20,50.00,0.00,67901024.00,169.73,5896.00
0102,0304,0506,0708,50659332,96,661058,193856,1235427386,1,1,0,4217.16,50.00,0.00,31061860.00,443.46,5897.00
0102,0304,0506,0708,50659332,96,661058,193857,1355426804,1,1,0,4734.84,50.00,0.00,17661750.00,774.46,5898.00
0102,0304,0506,0708,50659332,96,661058,193858,1475425034,1,1,0,5897.38,50.00,0.00,23792560.00,855.11,5899.00
0102,0304,0506,0708,50659332,96,661058,193859,1595423078,1,1,0,5486.11,50.00,0.00,30152240.00,730.69,5900.00
0102,0304,0506,0708,50659332,96,661058,193860,1715423596,1,1,0,5505.64,50.00,0.00,26727608.00,616.96,5901.00
0102,0304,0506,0708,50659332,96,661058,193861,1835422772,1,1,0,5618.90,50.00,0.00,11272856.00,589.01,5902.00
0102,0304,0506,0708,50659332,96,661058,193862,1955421980,1,1,0,5775.95,50.00,0.00,4794626.00,571.47,5903.00
0102,0304,0506,0708,50659332,96,661058,193863,2075421068,1,1,0,4942.12,50.00,0.00,11517223.00,514.10,5904.00
0102,0304,0506,0708,50659332,96,661058,193864,2195427896,1,1,0,6064.56,50.39,0.00,17796524.00,456.45,5905.00
0102,0304,0506,0708,50659332,96,661058,193865,2315427914,1,1,0,5428.25,50.39,0.00,11956182.00,640.66,5906.00
0102,0304,0506,0708,50659332,96,661058,193866,2435428016,1,1,0,4084.41,50.39,0.00,68755112.00,957.82,5907.00
0102,0304,0506,0708,50659332,96,661058,193867,2555425880,1,1,0,5896.96,50.39,0.00,192032784.00,823.39,5908.00
0102,0304,0506,0708,50659332,96,661058,193868,2675422922,1,1,0,6332.99,50.39,0.00,153377920.00,1101.19,5909.00
0102,0304,0506,0708,50659332,96,661058,193869,2795422340,1,1,0,5874.13,50.39,0.00,55511388.00,1174.76,5910.00
0102,0304,0506,0708,50659332,96,661058,193870,2915423048,1,1,0,4355.73,50.39,0.00,25076600.00,1325.02,5911.00
0102,0304,0506,0708,50659332,96,661058,193871,3035420950,1,1,0,5031.98,50.39,0.00,5231429.00,1239.84,5912.00
0102,0304,0506,0708,50659332,96,661058,193872,3155422166,1,1,0,4584.69,50.39,0.00,4045215.50,1363.06,5913.00
0102,0304,0506,0708,50659332,96,661058,193873,3275423078,1,1,0,4591.93,50.39,0.00,4305182.00,1296.25,5914.00
0102,0304,0506,0708,50659332,96,661058,193874,3395422670,1,1,0,4302.16,50.39,0.00,1708556.88,1249.81,5915.00
0102,0304,0506,0708,50659332,96,661058,193875,3515422208,1,1,0,3957.35,50.39,0.00,1013966.62,1099.84,5916.00
0102,0304,0506,0708,50659332,96,661058,193876,3635422154,1,1,0,4133.72,50.39,0.00,2810838.50,931.75,5917.00
0102,0304,0506,0708,50659332,96,661058,193877,3755425730,1,1,0,4385.72,50.39,0.00,10797509.00,851.16,5918.00
0102,0304,0506,0708,50659332,96,661058,193878,3875424494,1,1,0,5402.81,50.39,0.00,44314732.00,860.81,5919.00
0102,0304,0506,0708,50659332,96,661058,193879,3995425906,1,1,0,5435.05,50.00,0.00,63453752.00,813.22,5920.00
0102,0304,0506,0708,50659332,96,661058,193880,4115427166,1,1,0,4335.41,50.00,0.00,44959940.00,716.03,5921.00
0102,0304,0506,0708,50659332,96,661058,193881,4235422618,1,1,0,4173.74,50.00,0.00,24401398.00,590.85,5922.00
0102,0304,0506,0708,50659332,96,661058,193882,60459474,1,1,0,4172.89,50.00,0.00,25626880.00,504.38,5923.00
0102,0304,0506,0708,50659332,96,661058,193883,180456672,1,1,0,4110.05,50.00,0.00,101385184.00,791.62,5924.00
0102,0304,0506,0708,50659332,96,661058,193884,300459660,1,1,0,4633.09,66.80,0.00,167521408.00,945.41,5925.00
0102,0304,0506,0708,50659332,96,661058,193885,420461116,1,1,0,5096.93,66.80,0.00,127419312.00,910.44,5926.00
0102,0304,0506,0708,50659332,96,661058,193886,540462220,1,1,0,4424.44,66.80,0.00,50131200.00,758.86,5927.00
0102,0304,0506,0708,50659332,96,661058,193887,660463780,1,1,0,4252.28,66.80,0.00,27267270.00,654.59,5928.00
0102,0304,0506,0708,50659332,96,661058,193888,780463660,1,1,0,4169.02,66.80,0.00,59515836.00,561.22,5929.00
0102,0304,0506,0708,50659332,96,661058,193889,900460348,1,1,0,4235.83,64.45,0.00,101263496.00,457.71,5930.00
0102,0304,0506,0708,50659332,96,661058,193890,1020462490,1,1,0,4128.87,64.45,10.00,128488904.00,375.93,5931.00
0102,0304,0506,0708,50659332,96,661058,193891,1140462424,1,1,0,3969.67,64.45,9.92,127594504.00,318.76,5932.00
0102,0304,0506,0708,50659332,96,661058,193892,1260461794,1,1,0,4139.04,64.45,9.92,106425168.00,260.29,5933.00
0102,0304,0506,0708,50659332,96,661058,193893,1380462718,1,1,0,4312.29,64.45,9.84,77296872.00,212.97,5934.00
0102,0304,0506,0708,50659332,96,661058,193894,1500461452,1,1,0,4669.42,65.62,0.00,49270144.00,177.13,5935.00
0102,0304,0506,0708,50659332,96,661058,193895,1620462108,1,1,0,4658.06,65.62,0.00,27096672.00,144.69,5936.00
